cat_traveller_id,cat_traveller,traveller_cat,duration_id,duration_stay,duration_around,reason_id,reason_journey,adjustment_type_id,adjustment_type,frequency_id,frequency,time_period,observation_value,unit_measurement_id,unit_measurement,table
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,3,Business,10,Original,M,Monthly,2018-06,78220,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2018-06,17640,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2018-06,11230,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,7,Employment,10,Original,M,Monthly,2018-07,14260,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2018-07,137520,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2018-07,774360,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2018-07,330840,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2018-07,61020,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2018-07,14560,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2018-07,173870,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2018-07,214530,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2018-07,118840,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2018-07,1133600,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2018-07,700910,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2018-07,358960,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2018-07,28520,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2018-07,163510,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2018-07,19730,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2018-07,37800,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2018-07,25800,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2018-07,24490,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2018-07,27740,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2018-07,56980,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2018-07,158910,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2018-07,66620,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2018-07,256720,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2018-07,74920,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,8,Education,10,Original,M,Monthly,2018-07,22190,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2018-07,422720,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2018-07,199130,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,3,Business,10,Original,M,Monthly,2018-07,73680,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2018-07,19080,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2018-07,12080,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,7,Employment,10,Original,M,Monthly,2018-08,15790,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2018-08,143470,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2018-08,741710,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2018-08,376230,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2018-08,36130,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2018-08,13960,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2018-08,224220,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2018-08,245380,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2018-08,38520,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2018-08,916200,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2018-08,538190,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2018-08,273730,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2018-08,25450,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2018-08,152890,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2018-08,21980,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2018-08,30930,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2018-08,22490,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2018-08,21900,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2018-08,21620,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2018-08,58590,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2018-08,130570,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2018-08,41810,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2018-08,232980,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2018-08,41710,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,8,Education,10,Original,M,Monthly,2018-08,7350,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2018-08,279210,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2018-08,204640,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,3,Business,10,Original,M,Monthly,2018-08,71160,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2018-08,33160,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2018-08,11760,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,7,Employment,10,Original,M,Monthly,2018-09,19060,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2018-09,150410,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2018-09,690190,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2018-09,318330,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2018-09,39410,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2018-09,15740,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2018-09,192420,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2018-09,214640,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2018-09,31580,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2018-09,973970,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2018-09,578230,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2018-09,304790,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2018-09,31780,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2018-09,146170,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2018-09,31870,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2018-09,31720,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2018-09,25690,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2018-09,27070,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2018-09,32160,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2018-09,59790,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2018-09,126420,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2018-09,48850,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2018-09,222480,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2018-09,41390,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,8,Education,10,Original,M,Monthly,2018-09,9000,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2018-09,296230,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2018-09,203970,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,3,Business,10,Original,M,Monthly,2018-09,84630,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2018-09,31190,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2018-09,13310,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,7,Employment,10,Original,M,Monthly,2018-10,18460,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2018-10,157960,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2018-10,753960,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2018-10,351170,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2018-10,39610,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2018-10,14120,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2018-10,227730,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2018-10,224960,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2018-10,36100,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2018-10,1147820,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2018-10,701340,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2018-10,379440,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2018-10,35350,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2018-10,145470,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2018-10,25980,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2018-10,32260,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2018-10,28720,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2018-10,31370,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2018-10,35920,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2018-10,64580,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2018-10,133050,NUM,Number,rs
